question2_en,question2_ko
What are the safety precautions on handling shotguns proposed by the NRA in Arizona?,애리조나주 NRA에서 제안한 산탄총 취급 시 안전 예방 조치는 무엇입니까?
Bollywood industry doesn't encourage outsiders? For ex outsiders may get one or at max two chances whereas star kids get multiple chances to perform?,발리우드 산업은 외부인을 장려하지 않습니까? 전 외부인의 경우 한 번 또는 최대 두 번의 기회를 얻을 수 있는 반면 스타 아이들은 여러 번의 공연 기회를 얻을 수 있습니까?
What are the pros and cons of bringing a small claims case before the People's Court on TV?,TV에서 인민법원에 소액청구사건을 제기하는 것의 장점과 단점은 무엇입니까?
How do I ask my ex to get back together?,전 애인에게 다시 만나자고 어떻게 요청하나요?
What cross-platform should I choose while developing a mobile application for an enterprise?,기업용 모바일 애플리케이션을 개발하는 동안 어떤 크로스 플랫폼을 선택해야 합니까?
What is the best way to prepare for IELTS?,IELTS를 준비하는 가장 좋은 방법은 무엇입니까?
How do I know if my online girlfriend truly loves me?,내 온라인 여자친구가 나를 진심으로 사랑하는지 어떻게 알 수 있나요?
"If one was to go about learning Python to be able to apply it to his area of study (Major in Chem minor in Math), what applications of Python could be most useful when applying for a job?","Python을 자신의 전공 분야(화학 전공, 수학 부전공)에 적용하기 위해 배우려고 한다면, 취업 시 Python의 어떤 응용 프로그램이 가장 유용할까요?"
What is the difference between the words burglary and robbery?,강도와 강도라는 단어의 차이점은 무엇입니까?
Is Graph Theory a nice-to-have course to have for machine learning?,그래프 이론(Graph Theory)은 머신러닝을 위한 좋은 강좌인가요?
Which are the best schools for studying natural language processing?,자연어 처리를 공부하기에 가장 좋은 학교는 어디인가요?
Will Donald Trump support Ted Cruz for president?,도널드 트럼프가 테드 크루즈를 대통령으로 지지할 것인가?
What is the significance of GDP?,GDP의 중요성은 무엇입니까?
Who will be the new American president? Why,새로운 미국 대통령은 누가 될 것인가? 왜
What do you have to do to become an airline pilot?,항공조종사가 되려면 어떻게 해야 하나요?
How do I cure anal fissure permanently with home remedies?,가정 요법으로 항문 균열을 어떻게 영구적으로 치료할 수 있나요?
How can I get best score in GRE?,GRE에서 가장 좋은 점수를 얻으려면 어떻게 해야 합니까?
Why is the soul immortal?,영혼은 왜 불멸인가?
What are some of your own personal Jupiter in the 1st house stories and experiences?,1하우스에 있는 당신의 개인적인 목성 이야기와 경험에는 어떤 것들이 있나요?
What is the best way to reduce pollution in india?,인도에서 오염을 줄이는 가장 좋은 방법은 무엇입니까?
Is UberMoto legal in India?,UberMoto는 인도에서 합법인가요?
"What does ""I fancy you"" mean?","""나는 당신을 좋아해요""은(는) 무슨 뜻인가요?"
Which is the best place to celebrate New Year 2015 in Hyderabad?,하이데라바드에서 2015년 새해를 축하하기 가장 좋은 장소는 어디인가요?
What is working hard in terms of studying?,공부를 열심히 한다는 것은 무엇인가요?
I have Windows 7 32 bit. Can I upgrade to 64 bit Windows 10 (since it's a free upgrade)?,저는 Windows 7 32비트를 사용하고 있습니다. 무료 업그레이드이므로 64비트 Windows 10으로 업그레이드할 수 있나요?
What were some of your good and bad life experiences?,인생에서 좋았던 경험과 나빴던 경험 중 어떤 것이 있었나요?
Which brand of drums does Timbaland use?,Timbaland는 어떤 브랜드의 드럼을 사용하나요?
How do you get cell phone numbers?,휴대폰 번호는 어떻게 얻나요?
Do you need to wake up in the middle of REM sleep in order to remember you dreams?,꿈을 기억하려면 REM 수면 중에 깨어나야 합니까?
What are common required and elective courses in philosophy?,철학의 공통필수과목과 선택과목은 무엇인가요?
I want to learn singing. How do I start?,노래를 배우고 싶어요. 어떻게 시작하나요?
Will Google's virtual monopoly in web search ever end? When?,웹 검색에 대한 Google의 사실상 독점은 과연 끝날까요? 언제?
What causes Auto Immune diseases?,자가면역질환의 원인은 무엇인가요?
Does GTA IV work on Windows 10?,GTA IV는 Windows 10에서 작동합니까?
Which institute provide best SSC and banking coaching in Chandigarh?,찬디가르에서 최고의 SSC 및 은행 코칭을 제공하는 기관은 어디입니까?
Which is the best pmp certification center in Bangalore?,방갈로르 최고의 PMP 인증 센터는 어디인가요?
What is the difference between gross income versus net income?,총소득과 순이익의 차이점은 무엇입니까?
How can I get up early in the morning?,아침에 어떻게 일찍 일어날 수 있나요?
What do you love? Why?,당신은 무엇을 사랑합니까? 왜?
"When should I expect my joining date for Accenture, The timeline shows its 24 dec 2016 and I havent recieved any updates from the Organisation?",Accenture 입사 날짜는 언제로 예상해야 합니까? 타임라인에는 2016년 12월 24일로 표시되어 있는데 조직으로부터 어떤 업데이트도 받지 못했습니다.
What's the difference between the iPhone 6 and the iPhone 6s?,아이폰6와 아이폰6s의 차이점은 무엇인가요?
Which army would win if fights occured between US troops from WW2 and US troops from Vietnam war?,2차 세계대전 미군과 베트남전 미군이 싸우면 어느 군대가 이길까요?
My sister told my crush that I like her without me asking her to do so. What should I do now?,언니는 내가 부탁하지 않아도 내가 좋아한다고 좋아하는 사람에게 말했다. 이제 어떻게 해야 하나요?
Who would win the Dovahkiin from Skyrim or Kylo ren?,Skyrim 또는 Kylo ren에서 Dovahkiin을 누가 이길까요?
What do non-Muslims expect from Muslims?,비무슬림은 무슬림에게 무엇을 기대하는가?
What can I comment to my girlfriend's pictures?,내 여자친구 사진에 뭐라고 댓글 달 수 있나요?
During rain what should I do for precautions of flooding road?,우천시 도로 침수 대책은 어떻게 하면 좋습니까?
What's the easiest way to prove the Heisenberg uncertainty principle?,하이젠베르크의 불확정성 원리를 증명하는 가장 쉬운 방법은 무엇입니까?
What is IELTS and its use?,IELTS란 무엇이며 그 용도는 무엇입니까?
How do I lose weight without doing exercise or diet?,운동이나 다이어트를 하지 않고 어떻게 체중을 감량할 수 있나요?
What digital cameras have electronic shutter that can be set to make absolutely no sound or noise?,소리나 소음이 전혀 발생하지 않도록 설정할 수 있는 전자 셔터가 있는 디지털 카메라는 무엇입니까?
I'm 51 can I date a man in his 30's?,저는 51세인데 30대 남자랑 사귈 수 있나요?
What were the causes for World War 1?,제1차 세계대전의 원인은 무엇이었는가?
How do I get over my fears?,두려움을 어떻게 극복합니까?
Which city in Argentina has the best weather?,아르헨티나에서 날씨가 가장 좋은 도시는 어디인가요?
What is differences between SSD and hdd?,SSD와 HDD의 차이점은 무엇입니까?
Why is my puppy vomiting white foam?,강아지가 하얀 거품을 토하는 이유는 무엇인가요?
"Do we truly have any purpose in life? Or do we create a purpose to make ourselves feel significant in the very vast world, or to make ourselves feel that our existence in the vast world is required?","우리는 정말로 삶의 목적을 갖고 있습니까? 아니면 우리는 아주 광대한 세상에서 우리 자신이 중요하다고 느끼도록 하기 위해, 또는 광대한 세상에서 우리의 존재가 필요하다고 느끼도록 하기 위해 목적을 만들고 있습니까?"
How is the job situation in New Zealand for computer science graduates diploma?,뉴질랜드 컴퓨터 과학 졸업생 졸업장의 취업 상황은 어떻습니까?
How do I create an e-commerce website?,전자상거래 웹사이트를 만들려면 어떻게 해야 하나요?
Does an iPhone 4 use a micro SIM card?,iPhone 4는 마이크로 SIM 카드를 사용합니까?
All my questions on Quora need improvement. What is the best way to ask a question on Quora?,Quora에 대한 모든 질문은 개선이 필요합니다. Quora에 질문을 하는 가장 좋은 방법은 무엇입니까?
"In an age where we constantly see the best of other people's work and lives, how do we not feel dissatisfied with our own work and lives?",끊임없이 다른 사람의 일과 삶의 최고만을 바라보는 시대에 우리는 어떻게 자신의 일과 삶에 불만을 느끼지 않을 수 있겠습니까?
How can I teach myself how to sing?,어떻게 노래하는 법을 스스로 가르칠 수 있나요?
What kinds of rude comments will a man get in the United States if he dates a woman 30 years younger than him?,미국에서 남자가 30살 어린 여자와 사귄다면 어떤 무례한 말을 듣게 될까요?
"If Frances Farmer (the actress) was still around today, what would she think about Donald Trump?",프랜시스 파머(여배우)가 오늘날에도 여전히 있었다면 그녀는 도널드 트럼프에 대해 어떻게 생각했을까요?
What are some good cheese substitutes for Havarti cheese?,하바티 치즈를 대체할 좋은 치즈 대체품은 무엇입니까?
Can constipation cause dizziness?,변비가 현기증을 유발할 수 있나요?
What is the warranty period of the Mi In-Ear Headphones Pro?,Mi In-Ear Headphones Pro의 보증 기간은 어떻게 되나요?
What are pros and cons of Hillary Clinton?,힐러리 클린턴의 장점과 단점은 무엇입니까?
I want to get thrilled. Which movie should I watch?,나는 흥분하고 싶다. 어떤 영화를 봐야 할까요?
How do I ensure that semen doesn't come out from my penis after I ejaculate?,사정 후 음경에서 정액이 나오지 않도록 하려면 어떻게 해야 합니까?
Which are the best SSC and banking coaching centers in Chandigarh?,찬디가르 최고의 SSC 및 은행 코칭 센터는 어디입니까?
"What would be the next number in the series-2,15,4,12,6,7? ...?","2,15,4,12,6,7 시리즈의 다음 숫자는 무엇입니까? ...?"
What do we need to have the best Halloween?,최고의 할로윈을 보내려면 무엇이 필요합니까?
I am 17 and I want to invest money in stock market where should I start?,저는 17세이고 주식 시장에 돈을 투자하고 싶습니다. 어디서부터 시작해야 합니까?
Why do company issue bonus shares?,회사가 무상주를 발행하는 이유는 무엇입니까?
Do you think scrapping of 500 and 1000 rupee denominations is going to eradicate corruption?,500루피와 1000루피 지폐를 폐지하면 부패가 근절될 것이라고 생각하시나요?
What should I do in a Group discussion when others keep fighting and won't let me talk even after I ask them to let me?,그룹 토론에서 다른 사람들이 계속 싸우고 내가 말하도록 요청했는데도 말을 못하게 할 때 어떻게 해야 합니까?
Who is the best manufacturer of customized kiosk in India?,인도 최고의 맞춤형 키오스크 제조업체는 누구입니까?
"Do we have telescopes powerful enough nowadays to see the man-made objects left on the moon by the Apollo missions, proving 100% that humans did in fact land there?",오늘날 우리는 아폴로 임무로 인해 달에 남겨진 인공 물체를 볼 수 있을 만큼 강력한 망원경을 가지고 있습니까? 인간이 실제로 달에 착륙했다는 것을 100% 증명할 수 있습니까?
Is there any online software available for calculating the time and space complexity of a Java program in Big O?,Big O에서 Java 프로그램의 시간 및 공간 복잡도를 계산하는 데 사용할 수 있는 온라인 소프트웨어가 있습니까?
How many keywords are there in AutoIt script programming language in the latest version?,최신 버전의 AutoIt 스크립트 프로그래밍 언어에는 몇 개의 키워드가 있습니까?
What is the hardest thing(s) about raising children in Mexico?,멕시코에서 자녀를 양육하면서 가장 어려운 점은 무엇입니까?
What is the best presentation software for you tube video making (both paid and free)?,튜브 비디오 제작을 위한 최고의 프레젠테이션 소프트웨어는 무엇입니까(유료 및 무료 모두)?
Why does India always sabotage and badmouth all economic projects Pakistan have with other countries in the world?,왜 인도는 파키스탄이 세계 다른 나라들과 진행하는 모든 경제 프로젝트를 항상 방해하고 욕합니까?
Why does it feel like there is a ball in my vagina?,왜 질 속에 공이 있는 것 같은 느낌이 들까요?
Why is The Big Bang Theory (TV series) so popular? Why is it so popular with mainstream viewers?,빅뱅이론(TV 시리즈)이 왜 그렇게 인기가 있나요? 왜 주류 시청자들에게 인기가 많나요?
How can you increase your height?,키를 어떻게 늘릴 수 있나요?
Have you ever been fired? How did you deal with it?,해고된 적이 있나요? 어떻게 처리하셨나요?
How would I dress like a workout guru from the year 1990 in the summer?,여름에 1990년 운동 전문가처럼 옷을 어떻게 입을까요?
My girlfriend is not talking to me. What should I do?,여자친구가 나한테 말을 안해요. 어떻게 해야 하나요?
How will abolishing Rs. 500 and Rs. 1000 notes affect the real estate businesses in India?,Rs를 어떻게 폐지합니까? 500과 Rs. 1000개의 노트가 인도의 부동산 사업에 영향을 미치나요?
What are the best interview questions to ask?,가장 좋은 면접 질문은 무엇입니까?
Do you think trusting other people is wise enough after being betrayed by someone else?,다른 사람에게 배신당한 후에는 다른 사람을 신뢰하는 것이 현명하다고 생각하시나요?
Who are the best headhunters?,최고의 헤드헌터는 누구인가?
Can rabies vaccine for humans be used for dog?,사람용 광견병 백신을 개에게도 사용할 수 있나요?
What is difference between Cableway and Ropeway?,케이블웨이와 로프웨이의 차이점은 무엇입니까?
Have mages been scientifically tested?,마법사는 과학적으로 테스트되었나요?
Why is maritime law so important?,해상법이 왜 그렇게 중요한가요?
How long will I get OS updates on moto g3?,Moto g3에서 OS 업데이트는 언제까지 받을 수 있나요?
Do you get paid when you do fight companions on the JRE or is it just for fun/exposure?,JRE에서 동료와 싸울 때 돈을 받나요? 아니면 단지 재미/노출을 위한 것인가요?
Who was the best villain in the Nolan Batman films?,놀란 배트맨 영화에서 최고의 악당은 누구였나요?
Why is there so much nudity in the Game of Thrones TV Series?,왕좌의 게임 TV 시리즈에 과도한 노출이 등장하는 이유는 무엇인가요?
How can i get more follower on my blog?,내 블로그에서 더 많은 팔로어를 얻으려면 어떻게 해야 합니까?
I want to crack CA CPT in 2 months. How should I study?,2개월 안에 CA CPT를 크랙하고 싶습니다. 어떻게 공부해야 하나요?
Which programming language should I learn if I want to develop gaming apps?,게임 앱을 개발하려면 어떤 프로그래밍 언어를 배워야 하나요?
What are your views on demonetization of ?500 & ?1000 notes in India?,인도에서 500 및 1000짜리 지폐의 화폐화에 대한 귀하의 견해는 무엇입니까?
Why TATA sons replaced Cyrus Mistry to Ratan TATA?,TATA 아들이 Cyrus Mistry를 Ratan TATA로 대체한 이유는 무엇입니까?
Auto insurance Broker fee in CALIFORNIA?,캘리포니아의 자동차 보험 중개인 수수료?
Why am I so angry?,나는 왜 그렇게 화가 났습니까?
Why do people who have done master's degrees in any field advise you not to do a master's?,왜 어떤 분야에서든 석사 학위를 취득한 사람들이 석사를 하지 말라고 조언하는 걸까요?
What are some consequences of blackouts?,정전의 결과는 무엇입니까?
What is the risk of selling bitcoin and accepting credit card payment?,비트코인을 판매하고 신용카드 결제를 받는 데에는 어떤 위험이 있나요?
Why do so many people in the US have an Apple-branded phone or laptop?,왜 미국에서 그렇게 많은 사람들이 Apple 브랜드의 휴대폰이나 노트북을 갖고 있습니까?
What is the very first thing you remember in your life?,당신의 인생에서 가장 먼저 기억나는 것은 무엇입니까?
What can we do after completing BDs?,BD를 완성한 후에는 무엇을 할 수 있나요?
Why Muslims hate Modi government?,무슬림은 왜 모디 정부를 싫어하는가?
What can I do when I'm 18?,18살이 되면 무엇을 할 수 있나요?
What are the best romantic comedy movies?,최고의 로맨틱 코미디 영화는 무엇입니까?
A baby lion raised domestic to the age of 4 ( human years) can survive if he would be released in the wild?,집에서 4살(인간나이)까지 키운 아기사자를 야생에 풀어주면 살아남을 수 있을까?
Searching practical application of 6 bit adc?,6비트 ADC의 실제 적용을 찾고 계십니까?
"How should I start meditating, and when?","명상은 언제, 어떻게 시작해야 합니까?"
"Is the potential energy of vacuum energy, virtual particles and/or dark energy infinite? NO MERGE","진공에너지, 가상입자, 암흑에너지의 위치에너지는 무한한가? 병합 없음"
Is Bihar developing under the leadership of Chief Minister Nitish Kumar?,Bihar는 Nitish Kumar 총리의 지도력하에 발전하고 있습니까?
What are the side effects of homeopathic medicines?,동종요법 의약품의 부작용은 무엇입니까?
Which is best music player under 5000 inr?,5000 inr 미만 최고의 음악 플레이어는 무엇입니까?
"What is the future scope for procurement, logistics, operations and supply chain management?","조달, 물류, 운영 및 공급망 관리의 향후 범위는 무엇입니까?"
How do I join WikiLeaks?,WikiLeaks에 어떻게 가입하나요?
Should you post pictures on social media?,소셜 미디어에 사진을 게시해야 합니까?
Can we control our dreams? Can we dream what we wanna dream about?,우리는 꿈을 통제할 수 있나요? 우리는 꿈꾸고 싶은 것을 꿈꿀 수 있나요?
How can long distance relationships be successful?,장거리 연애는 어떻게 성공할 수 있나요?
I'm 26 and just hit 4 million dollars. I'm shooting for 40 by 35. Am I wrong thinking that living in the most expensive area of the country will give me better opportunities?,저는 26살이고 방금 400만 달러를 벌었습니다. 저는 40 대 35를 목표로 하고 있습니다. 미국에서 가장 물가가 높은 지역에 사는 것이 나에게 더 나은 기회를 줄 것이라고 생각하는 것이 잘못된 것인가요?
Will British citizens be allowed to move to the EU and live there after Brexit happens?,브렉시트 이후 영국 시민이 EU로 이주하여 거주할 수 있나요?
Does Donald Trump have any chance of winning the forthcoming election?,도널드 트럼프가 다가오는 선거에서 승리할 가능성이 있습니까?
What's the best iPhone wallpaper?,최고의 아이폰 배경화면은 무엇인가요?
How do I recover the photos in app lock vault in an Android mobile?,Android 모바일의 앱 잠금 볼트에 있는 사진을 어떻게 복구하나요?
Online test centers business?,온라인 테스트 센터 사업?
Why does the caste system exist in India even after 7 decades of Independence?,인도가 독립한 지 70년이 지났는데도 인도에 카스트 제도가 존재하는 이유는 무엇입니까?
How can I get a boyfriend at age 13?,13살에 남자친구를 사귀려면 어떻게 해야 하나요?
What will be my rank in NEET 2016 if my marks is 391?,2016년 NEET 성적이 391점이라면 내 순위는 어떻게 될까요?
SEO or SMO which help to get more business?,더 많은 비즈니스를 확보하는 데 도움이 되는 SEO 또는 SMO?
What is Wells Fargo's overdraft policy?,Wells Fargo의 초과인월 정책은 무엇입니까?
What are marketing techniques for language schools?,어학원의 마케팅 기법은 무엇인가요?
How much does an Olympic gold medalist earn in China?,중국에서 올림픽 금메달리스트의 수입은 얼마입니까?
How can I earn money on internet?,인터넷으로 어떻게 돈을 벌 수 있나요?
What is the reason behind the reactance of a capacitor?,커패시터의 리액턴스 뒤에 숨은 이유는 무엇입니까?
Does Amazon.com reduce the cost of living in high-cost-of-living areas like Silicon Valley?,Amazon.com은 실리콘 밸리와 같이 생활비가 높은 지역의 생활비를 줄여줍니까?
What are the best schools in the world to study cinema?,영화를 공부하기에 세계 최고의 학교는 어디인가요?
Why is saltwater taffy candy imported in Austria?,바닷물 엿사탕을 오스트리아에서 수입하는 이유는 무엇입니까?
Why does zero factorial (0!) equal one (1)?,왜 0 계승(0!)이 1(1)과 같나요?
What are the best part time jobs we can do in Bangalore?,방갈로르에서 할 수 있는 최고의 아르바이트는 무엇인가요?
How do you become pretty/attractive?,어떻게 하면 예뻐지나요/매력적이 되나요?
What is regarded as the best music album?,최고의 음악 앨범으로 평가되는 것은 무엇입니까?
Why is Donald Trump supported so much? What will happen if he wins the election?,도널드 트럼프가 왜 그렇게 많은 지지를 받는가? 그가 선거에서 승리하면 어떻게 될까요?
What are the symptoms of autism in girls?,소녀의 자폐증 증상은 무엇입니까?
What's it like to be non-smoking mother of the smoking children?,흡연하는 자녀의 비흡연 엄마가 된다는 것은 어떤가요?
Is life a dream or reality?,인생은 꿈인가 현실인가?
"Can I live comfortably in DC on $80,000 - $114,000 salary?","연봉 $80,000 - $114,000로 DC에서 편안하게 살 수 있나요?"
How do I tell if a girl has a boyfriend?,여자에게 남자친구가 있는지 어떻게 알 수 있나요?
What are the benefits of eating avocado?,아보카도를 먹으면 어떤 이점이 있나요?
How can I make a working model on maths?,수학에 대한 작업 모델을 어떻게 만들 수 있나요?
How can I gain healthy weight and mass?,건강한 체중과 질량을 어떻게 얻을 수 있나요?
What kind of animal are you?,당신은 어떤 동물인가요?
What is bought more online?,온라인에서 더 많이 구매하는 것은 무엇입니까?
Is it possible to still have a decent credit rating after chapter 7?,챕터 7 이후에도 여전히 괜찮은 신용등급을 유지할 수 있나요?
How can I know that he is my soulmate?,그가 내 소울메이트인지 어떻게 알 수 있나요?
How should I be a people person?,어떻게 사람이 되어야 할까요?
Do long distance relationships work?,장거리 연애가 효과가 있나요?
How can I understand english?,영어를 어떻게 이해할 수 있나요?
What was your biggest challenge as Secretary of State?,국무장관으로서 가장 큰 어려움은 무엇이었습니까?
"What exactly is a framework, in layman's terms?",일반인의 관점에서 프레임워크란 정확히 무엇입니까?
Does okha express provide food?,okha express에서는 음식을 제공하나요?
Where can I find a good hacker?,좋은 해커는 어디서 찾을 수 있나요?
How do I change the registered mobile number for the DBS bank account?,DBS 은행계좌에 등록된 휴대폰 번호를 어떻게 변경하나요?
What are some tips on making it through the job interview process at AT&T?,AT&T의 취업 면접 과정을 통과하는 데 도움이 되는 몇 가지 팁은 무엇입니까?
"What are the main imports and exports of Venezuela, and how does Venezuela's industry compare to Bolivia's?","베네수엘라의 주요 수출입품은 무엇이며, 베네수엘라 산업은 볼리비아 산업과 어떻게 비교되는가?"
"How do the roles of the CIA, the NSC, and other related organizations differ from each other, and relate to each other, now and in the past?","CIA, NSC 및 기타 관련 기관의 역할은 현재와 과거에 어떻게 서로 다르며 서로 연관되어 있습니까?"
What are the best movies to watch?,볼만한 최고의 영화는 무엇입니까?
Can you download Cydia on your device without jailbreaking it?,탈옥하지 않고 기기에 Cydia를 다운로드할 수 있나요?
How do I get job in Google or Microsoft?,Google이나 Microsoft에 취업하려면 어떻게 해야 하나요?
Fahrenheit 451 (1953 book): What is Guy Montag's namesake?,Fahrenheit 451(1953년 도서): Guy Montag의 이름은 무엇입니까?
What is your review of Love on the Rocks (2004 movie)?,Love on the Rocks(2004년 영화)에 대한 리뷰는 무엇입니까?
Is it possible to travel back or forward in time?,시간을 거슬러 올라가거나 앞으로 여행하는 것이 가능합니까?
Why do we get sea breezes in summer but rarely in winter?,왜 여름에는 바닷바람이 불고 겨울에는 바람이 거의 불지 않습니까?
How do I recover deleted Facebook messages?,삭제된 Facebook 메시지를 복구하려면 어떻게 해야 하나요?
Customer Service: What is Uber's phone number?,고객 서비스: Uber 전화번호는 무엇인가요?
Is there any way to purchase a phone on EMI via Flipkart with only a debit card? How?,직불카드만으로 Flipkart를 통해 EMI에서 휴대폰을 구매할 수 있는 방법이 있나요? 어떻게?
What is Agile and Scrum model?,애자일 및 스크럼 모델이란 무엇입니까?
My life is boring. What can I do?,내 인생은 지루하다. 어떻게 해야 하나요?
Where can I buy meldonium in the U.S.?,미국에서는 어디에서 멜도늄을 구입할 수 있나요?
What can be the most insane ways to commit suicide?,가장 미친 자살 방법은 무엇입니까?
Is 100/76 ok blood pressure?,혈압 100/76이면 괜찮나요?
What are your best paranormal experiences?,최고의 초자연적 경험은 무엇입니까?
"What exactly is the ""Vyapam"" scam? Why have so many died because of it?","""Vyapam"" 사기란 정확히 무엇입니까? 그 일로 인해 왜 그렇게 많은 사람이 죽었는가?"
"My fiancée died recently and it pains my heart, how do I learn to cope with this?",최근에 약혼자가 죽어서 마음이 아프네요. 이 문제에 대처하는 방법을 어떻게 배울 수 있나요?
"In Sydney, which company would be the best to get advice for Business Sales & Purchases?",시드니에서 비즈니스 판매 및 구매에 대한 조언을 받기에 가장 좋은 회사는 어디입니까?
Why most of the cosmetic products don't have price tags?,왜 대부분의 화장품에는 가격표가 없나요?
Can we map the surface (and the subsurface) of a planet using cosmic rays or very high frequency gamma rays with ground based telescopes?,지상 망원경으로 우주선이나 초고주파 감마선을 사용하여 행성의 표면(및 지하 표면)을 매핑할 수 있습니까?
